title,ref,title_url,summary,text_full,intro,notes,see_also
Thig 1:1  An Anonymous Nun,Thig 1:1,https://www.dhammatalks.org/suttas/KN/Thig/thig1_1.html,"Thig 1:1  An Anonymous Nun  —  Passion stilled, like a pot of pickled greens boiled dry.","KN/Thig/1:1
          
            Sleep, little therī, sleep comfortably,
            wrapped in the robe you’ve made,
            for your passion is stilled—
            like a pot of pickled greens
            boiled dry.",No Introduction,No Notes,No Additional
Thig 1:3  Puṇṇā,Thig 1:3,https://www.dhammatalks.org/suttas/KN/Thig/thig1_3.html,Thig 1:3  Puṇṇā  —  Grow full (puṇṇā) with good qualities like the full moon.,"KN/Thig/1:3
          
            Puṇṇā, grow full with good qualities
            like the moon on the fifteenth day.
            With discernment at total fullness, burst
            the mass
            of darkness.",No Introduction,No Notes,No Additional
Thig 1:11  Muttā,Thig 1:11,https://www.dhammatalks.org/suttas/KN/Thig/thig1_11.html,Thig 1:11  Muttā  —  From three crooked things set free.,"KN/Thig/1:11
          
            So freed! So thoroughly freed am I!—
            from three crooked things set free:
            from mortar, pestle,
            & crooked old husband.
            Having uprooted the craving
            that leads to becoming,
            I’m from aging & death set free.",No Introduction,No Notes,: Thag 1:43; Thag 2:9
Thig 1:17  Dhammā,Thig 1:17,https://www.dhammatalks.org/suttas/KN/Thig/thig1_17.html,Thig 1:17  Dhammā  —  Set free after falling  down on the ground.,"KN/Thig/1:17
          
            Wandering for alms—
            weak, leaning on a staff,1
            with trembling limbs—
            I fell down right there on the ground.
            
              Seeing the drawbacks of the body,
              my mind was then
              set free.",No Introduction,"1. Reading daṇḍamolubbha with the Burmese, Sinhalese, and PTS editions. The Thai edition has daṇḍamādāya, “holding a staff.”",No Additional
Thig 2:3  Sumaṅgala’s Mother,Thig 2:3,https://www.dhammatalks.org/suttas/KN/Thig/thig2_3.html,"Thig 2:3  Sumaṅgala’s Mother  —  From three crooked things set free, I do jhāna.","KN/Thig/2:3
          
            So freed! So freed!
            So thoroughly freed am I—
            from my pestle,
            my shameless husband
            & his sun-shade making,
            my moldy old pot
            with its water-snake smell.
            Aversion & passion
            I cut with a chop.
            Having come to the foot of a tree,
            I do jhāna, from the bliss thinking:
            “What bliss!”",No Introduction,No Notes,: Thag 1:43
Thig 2:4  Aḍḍhkāsī,Thig 2:4,https://www.dhammatalks.org/suttas/KN/Thig/thig2_4.html,Thig 2:4  Aḍḍhkāsī  —  A high-priced courtesan becomes disgusted with her body.,"KN/Thig/2:4
          
            All of the Kāsi countryside:
            My fee was equal to that.
            Having made that my price,
            the town1 set me as priceless in price.
            But then I became disenchanted with my body,
            and—disenchanted—dispassionate:
            “May I not run again & again
            through birth & the wandering-on.”
            The three knowledges
            have been realized.
            The Buddha’s bidding
            done.",No Introduction,"1. Reading nigamo with the Thai edition. The Burmese and Sinhalese editions read negamo, “the townspeople.”",: AN 7:48
Thig 3:2  Uttamā,Thig 3:2,https://www.dhammatalks.org/suttas/KN/Thig/thig3_2.html,"Thig 3:2  Uttamā  —  After running amok, a nun learns the Dhamma and gains awakening.","KN/Thig/3:2
          
            Four times, five, I ran amok from my dwelling,
            having gained no peace of awareness,
            my thoughts out of control.
            So I went to a trustworthy nun.
            She taught me the Dhamma:
            aggregates, sense media, properties.1
            Hearing the Dhamma,
            I did as she said.
            For seven days I sat in one spot,
            absorbed in rapture & bliss.
            On the eighth, I stretched out my legs,
            having burst the mass
            of darkness.",No Introduction,"1. On the aggregates (khandha), see SN 22:59 and SN 22:79; on the sense media (āyatana), SN 35:28; on the properties (dhātu), MN 140. On the relationships among these frameworks for analyzing experience, see MN 28.",No Additional
Thig 3:4  Dantikā & the Elephant,Thig 3:4,https://www.dhammatalks.org/suttas/KN/Thig/thig3_4.html,"Thig 3:4  Dantikā & the Elephant  —  Seeing an untamed elephant made tame (danta), a nun centers her mind.","KN/Thig/3:4
          
            Coming out from my day’s abiding
            on Vulture Peak Mountain,
            I saw on the bank of the river
            an elephant
            emerged from its plunge.
            
              A man holding a hook requested:
              “Give me your foot.”
              The elephant
              extended its foot.
              The man
              got up on the elephant.
            
            
              Seeing what was untrained now tamed
              brought under human control,
              with that I centered my mind—
              why I’d gone to the woods
              in the first place.",No Introduction,No Notes,No Additional
Thig 3:5  Ubbiri,Thig 3:5,https://www.dhammatalks.org/suttas/KN/Thig/thig3_5.html,Thig 3:5  Ubbiri  —  A nun recalls the Buddha’s words that freed her from grief over her dead daughter.,"KN/Thig/3:5
          
            [Ubbiri recalls the Buddha’s words:]
            “‘Jīva, my daughter,’
            you cry in the woods.
            Come to your senses, Ubbiri.
            84,000
            all named Jīva
            have been burned in that charnel ground.
            For which of them do you grieve?”
            
              Pulling out
              —completely out—
              the arrow so hard to see,
              embedded in my heart,
              he expelled from me
              —overcome with grief—
              the grief
              over my daughter.
            
            
              Today—with arrow removed,
              without hunger, entirely
              unbound—
              to the Buddha, Dhamma, & Saṅgha I go,
              for refuge to
              the Sage.",No Introduction,No Notes,: SN 47:13; AN 5:49; Ud 5:1; Ud 8:8; Sn 3:8; Thig 6:1
"Thig 5:2  Vimalā, the Former Courtesan",Thig 5:2,https://www.dhammatalks.org/suttas/KN/Thig/thig5_2.html,"Thig 5:2  Vimalā, the Former Courtesan  —  Once adorned as a courtesan, now wrapped in a double cloak, a nun cuts through all ties, human and divine.","KN/Thig/5:2
          
            Intoxicated with my complexion
            figure, beauty, & fame;
            haughty with youth,
            I despised other women.
            Adorning this body
            embellished to delude foolish men,
            I stood at the door to the brothel:
            a hunter with snare laid out.
            I showed off my ornaments,
            and revealed many a private part.
            I worked my manifold magic,
            laughing out loud at the crowd.
            
              Today, wrapped in a double cloak,
              my head shaven,
              having wandered for alms,
              I sit at the foot of a tree
              and attain the state of no-thought.
              All ties—human & divine—have been cut.
              Having cast off all
              effluents,
              cooled am I.       Unbound.",No Introduction,No Notes,: AN 7:48; Thag 6:9
Thig 5:4  Nandā’s Vision,Thig 5:4,https://www.dhammatalks.org/suttas/KN/Thig/thig5_4.html,Thig 5:4  Nandā’s Vision  —  The Buddha’s half-sister contemplates a dead body and so grows enchanted with her own.,"KN/Thig/5:4
          
            “Sick, putrid, unclean:
            look, Nandā, at this physical heap.
            Through contemplation of the foul,
            develop your mind,
            make it one, well-centered.
            
              As this [your body], so that.
              As that, so this.
              It gives off a foul stench,
              the delight of fools.”
              Considering it thus,
              untiring, both day & night,
              I, with my own discernment
              dissecting it,
              saw.
            
            
              And as I, heedful,
              examined it aptly,
              this body—as it actually is—
              was seen inside & out.
            
            
              Then was I disenchanted with the body
              & dispassionate within:
              Heedful, detached,
              calmed was I.
            
            
              Unbound.",No Introduction,No Notes,No Additional
Thig 5:6  Mittakālī,Thig 5:6,https://www.dhammatalks.org/suttas/KN/Thig/thig5_6.html,"Thig 5:6  Mittakālī  —  Once greedy for tribute, a nun comes to her senses.","KN/Thig/5:6
          
            Going forth through conviction
            from home into homelessness,
            I wandered this place & that,
            greedy for tribute & gains.
            Missing out on the foremost goal,
            I pursued a lowly one.
            Under the sway of defilements,
            I didn’t awaken1 to the goal
            of the contemplative life.
            
              Then, sitting in my dwelling,
              I suddenly came to my senses:
            
            
              I’m following a miserable path.
              I’m under the sway of
              craving.
              Next to nothing, my life,
              crushed
              by aging & illness.
              Before the body breaks apart,
              I have no time
              for heedlessness.
            
            
              After watching, as it actually was,
              the arising-disbanding of aggregates,
              I stood up with mind released,
              the Awakened One’s bidding
              done.",No Introduction,1. Reading na bujjhi’ham with the Burmese and Sinhalese editions.,: MN 29–30; SN 17:3; SN 17:5; SN 17:8
"Thig 5:8  Soṇā, Mother of Ten",Thig 5:8,https://www.dhammatalks.org/suttas/KN/Thig/thig5_8.html,"Thig 5:8  Soṇā, Mother of Ten  —  After giving birth to ten children, an old nun goes beyond birth and aging.","KN/Thig/5:8
          
            Ten children I bore
            from this physical heap.
            Then weak from that, aged,
            I went to a nun.
            She taught me the Dhamma:
            aggregates, sense media, & properties.
            Hearing her Dhamma,
            I cut off my hair & ordained.
            Having purified the divine eye
            while still a trainee,1
            I know my previous lives,
            where I lived in the past.
            I develop the theme-less meditation,
            well-focused oneness.
            I gain the liberation of immediacy2—
            from lack of clinging, unbound.
            The five aggregates, comprehended,
            stand like a tree with its root cut through.
            I spit on wretched     birth3
            old age.
            There is now no further becoming.",No Introduction,"s
            1. Sikkhamānā: A candidate for full ordination as a nun first had to undergo a two-year period as a trainee, in which she undertook the ten precepts of a novice and had to observe the first six without break. If she broke any of those six, she had to go back and start the two-year period again.
            2. This is apparently equivalent to the concentration of unmediated knowing, mentioned in Sn 2:1, and the concentration that is the fruit of gnosis, mentioned in AN 9:37.
            3. This line plays with the word jamme, which can mean either “wretched” or “birth.”",: SN 48:41; Thag 1:118
Thig 5:10  Paṭācārā,Thig 5:10,https://www.dhammatalks.org/suttas/KN/Thig/thig5_10.html,"Thig 5:10  Paṭācārā  —  “And taking a pin, I pulled out the wick…”","KN/Thig/5:10
          
            [I thought:]
            “Plowing the field with plows,
            sowing the ground with seed,
            supporting their wives & children,
            young men gather up wealth.
            
              So why is it that I,
              consummate in virtue,
              a doer of the teacher’s bidding,
              don’t gain unbinding?
              I’m not lazy or proud.”
              Washing my feet, I noticed
              the
              water.
            
            
              And in watching it flow from high
              to
              low,
              my heart was composed
              like a fine thoroughbred steed.
            
            
              Then taking a lamp, I entered the hut,
              checked the bedding,
              sat down on the bed.
            
            
              And taking a pin, I pulled out the wick:
              Like the flame’s1 unbinding
              was the liberation
              of awareness.",No Introduction,1. Reading pajjotass’eva with the Thai edition.,: MN 72; SN 6:15; Ud 8:10
Thig 5:11  Paṭācārā’s Thirty Students,Thig 5:11,https://www.dhammatalks.org/suttas/KN/Thig/thig5_11.html,Thig 5:11  Paṭācārā’s Thirty Students  —  Pāṭācārā’s students pay her homage after having followed her instructions.,"KN/Thig/5:11
          
            [Paṭācārā taught:]
            “Taking the pestle,
            young men grind the corn.
            Supporting their wives & children,
            they gather up wealth.
            Do the Awakened One’s bidding,
            which, having done,
            you’ll have no regret.
            Intent on tranquility of awareness,
            do the Awakened One’s bidding.
            Quickly:
            Having washed your feet,
            go sit to one side.”
            
              Hearing these words,
              Paṭācārā’s bidding,
              they washed their feet
              and retired to one side.
              Intent on tranquility of awareness,
              they did the Awakened One’s bidding.
              In the first watch of the night,
              they recollected their previous lives.
              In the middle watch,
              purified the divine eye.
              In the last,
              burst the mass of darkness.
              Getting up, they bowed down to her feet.
            
            
              “We have done your bidding.
              Like the thirty devas honoring Indra,
              unvanquished in battle,
              we—
              endowed with the three knowledges,
              effluent-free—
              will continue honoring you.”",No Introduction,No Notes,No Additional
"Thig 5:12  Candā, the Beggar",Thig 5:12,https://www.dhammatalks.org/suttas/KN/Thig/thig5_12.html,"Thig 5:12  Candā, the Beggar  —  Exhorted by Pāṭācārā, a former beggar gains awakening.","KN/Thig/5:12
          
            Before, I had fallen on evil times:
            no husband, no children,
            no relatives, friends,
            no way to obtain clothing & food.
            So, taking a staff & bowl in hand,
            begging for alms from house to house,
            feverish from the cold & heat,
            I wandered for seven full years.
            Then seeing a nun
            obtaining food & drink,
            I approached her & said:
            “Let me go forth
            into homelessness.”
            
              She, Paṭācārā, from sympathy,
              let me go forth;
              then, exhorting me,
              urged me on to the highest goal.
              Hearing her words,
              I did her bidding.
              Her exhortation was not in vain.
              Endowed with the three knowledges,
              I’m effluent-     free.",No Introduction,No Notes,No Additional
Thig 6:1  Paṭācārā’s 500 Students,Thig 6:1,https://www.dhammatalks.org/suttas/KN/Thig/thig6_1.html,Thig 6:1  Paṭācārā’s 500 Students  —  Pāṭācārā tells her students of the Buddha’s words that freed her from grief over her dead son.,"KN/Thig/6:1
          
            [Paṭācārā recounts the Buddha’s words:]
            “You don’t know
            the path
            of his coming or going,
            that being who has come
            from       where?—
            the one you lament as ‘my son.’
            
              But when you know
              the path
              of his coming or going,
              you don’t grieve after him,
              for that is the nature
              of beings.
            
            
              Unasked,
              he came from there.
              Without permission,
              he went from here
              —coming from     where?—
              having stayed a few days.
              And coming one way from here,
              he goes yet another
              from there.
              Dying in the human form,
              he will go wandering on.
              As he came, so he has gone—
              so what is there
              to lament?”
            
            
              Pulling out
              —completely out—
              the arrow so hard to see,
              embedded in my heart,
              he [the Buddha] expelled from me
              —overcome with grief—
              the grief
              over my son.
            
            
              Today—with arrow removed,
              without hunger, entirely
              unbound—
              to the Buddha, Dhamma, & Saṅgha I go,
              for refuge to
              the Sage.",No Introduction,No Notes,: SN 47:13; AN 5:49; Ud 5:1; Ud 8:8; Sn 3:8; Thig 3:5
Thig 6:2  Vāsiṭṭhī the Madwoman,Thig 6:2,https://www.dhammatalks.org/suttas/KN/Thig/thig6_2.html,"Thig 6:2  Vāsiṭṭhī the Madwoman  —  Once mad with grief over her dead son, a woman regains her mind and goes forth after meeting the Buddha.","KN/Thig/6:2
          
            Overwhelmed with grief for my son—
            naked, demented,
            my hair disheveled
            my mind deranged—
            I went about here & there,1
            living along the side of the road,
            in cemeteries & heaps of trash,
            for three full years,
            afflicted with hunger & thirst.
            
              Then I saw
              the One Well-Gone,
              gone to the city of Mithilā:
              tamer of those untamed,
              Self-Awakened,
              with nothing to fear
              from anything, anywhere.
            
            
              Regaining my mind,
              paying him homage,
              I sat myself down.
              He, Gotama, from sympathy
              taught me the Dhamma.
              Hearing his Dhamma,
              I went forth into homelessness.
              Applying myself to the Teacher’s words,
              I realized the state of auspicious bliss.
            
            
              All griefs have been cut off,
              abandoned,
              brought to this end,
              for I’ve comprehended
              the grounds from which griefs
              come into play.",No Introduction,"1. Reading tena tena vicāri’ham with the Burmese, Sinhalese, and PTS editions. The Thai edition has rodaṁ tena vicāri’ham, “I went there crying.”",No Additional
Thig 6:3  Khemā,Thig 6:3,https://www.dhammatalks.org/suttas/KN/Thig/thig6_3.html,"Thig 6:3  Khemā  —  Two poems. In the first, Māra tries to tempt a nun to enjoy sensuality. In the second, the nun contrasts effective and ineffective ways of paying homage for the sake of purity.","  
        
          Paying homage to the zodiac stars,
          tending the fire in the forest,
          not knowing it as it actually was,
          fools, you conceived it
          as purity.
          Whereas I
          am one who pays homage
          to the One Self-awakened,
          the utmost man.
          I’m one who has done the Teacher’s bidding,
          entirely released
          from sufferings & stress.
        
      ","KN/Thig/6:3
        In SN 5:4, a variation of the verse attributed to Māra, and the first verse attributed here to Sister Khemā, are included in a poem attributed to Sister Vijayā (see Thig 6:8). Sister Khema’s second verse is attributed to Sister Aḷavikā in SN 5:1. Her third verse also appears in Thig 7:2; its first half, in SN 5:3.
        
          Māra:
          “You, a beautiful young woman;
          I, a young man, full of youth.
          Come, Khemā,
          let’s enjoy ourselves
          to the music of a five-piece band.”
          
          Khemā:
          “I’m disgusted, ashamed
          of this putrid body—
          disintegrating, dissolving.
          Sensual craving
          is rooted out.
          
          
          Sensual pleasures
          are like swords & spears;
          the aggregates,
          their executioner’s block.
          What you call sensual delight
          is no delight for me.
          
          
          Everywhere enjoyment
          is defeated;
          the mass of darkness,
          burst.
          So know,      Evil One,
          that you have been,
          End-maker,
          struck down.”",No Notes,No Additional
Thig 6:4  Sujātā,Thig 6:4,https://www.dhammatalks.org/suttas/KN/Thig/thig6_4.html,"Thig 6:4  Sujātā  —  Returning from a picnic, a woman penetrates the Dhamma on hearing the Buddha’s teachings.","KN/Thig/6:4
          
            Ornamented, well-dressed,
            garlanded, sprinkled with sandalwood,
            covered all over with jewelry,
            surrounded by a group of slave-women,
            taking food & drink,
            and not a little staple & non-staple food,
            leaving the house,
            I fetched myself to the pleasure garden.
            
              Having enjoyed ourselves & played there,
              we headed back to our home.
              I saw in Sāketa a hall at the Añjana wood.
              I entered.
              Seeing the light of the world,
              I, paying homage, sat nearby.
              He, the One with Eyes,1
              from sympathy,
              taught me the Dhamma.
              Hearing the Great Seer, I
              fully penetrated
              the truth.
              Right there I touched the Dhamma,
              dustless, the deathless state.
              Then, knowing the True Dhamma,
              I went forth
              into homelessness.
              The three knowledges
              are attained.
              The Buddha’s bidding
              is not in vain.",No Introduction,"1. Since Vedic times, there has been a belief in India that the eyes of holy individuals where particularly powerful because they could see so deeply into reality. From this belief grew a further belief: that the eyes of such individuals were so powerful that their eyes could transmit some of that power to others. Thus, to be gazed on by such an individual, or to gaze into that individual’s eyes, was considered to be very auspicious. Sujātā’s reference to the Buddha as “the One with Eyes” carries all of these connotations. For more on this topic, see Sn 5:5 and DN 16, note 44.",No Additional
"Thig 6:5  Anopamā, the Millionaire’s Daughter",Thig 6:5,https://www.dhammatalks.org/suttas/KN/Thig/thig6_5.html,"Thig 6:5  Anopamā, the Millionaire’s Daughter  —  A woman sought after by many potential husbands seeks and finds the Dhamma instead.","KN/Thig/6:5
          
            Born in a high-ranking family
            with much property, great wealth,
            consummate in complexion & figure,
            I was the daughter of Majjha, the treasurer.
            Kings’ sons sought for me,
            rich merchants’ sons
            longed for me.
            One of them sent my father a messenger,
            saying, “Give me Anopamā.
            I will give in return
            eight times her weight
            in jewels & gold.”
            
              But I, having seen
              the One Self-awakened,
              unsurpassed, excelling the world,
              paid homage to his feet,
              sat down to one side.
              He, Gotama, from sympathy,
              taught me the Dhamma.
              And as I sat in that very seat,
              I attained the third fruit
              [of non-return.]
              Then I cut off my hair,
              and went forth into homelessness.
              Today is the seventh day
              since I made craving
              wither away.",No Introduction,No Notes,No Additional
Thig 6:6  Mahāpajāpatī Gotamī,Thig 6:6,https://www.dhammatalks.org/suttas/KN/Thig/thig6_6.html,Thig 6:6  Mahāpajāpatī Gotamī  —  The Buddha’s stepmother pays homage to him.,"KN/Thig/6:6
          
            Awakened! Hero! Homage to you,
            highest of all beings—
            you who’ve released me
            and many other people
            from suffering!
            I’ve     comprehended all stress,
            dried up craving, the cause,
            developed the eightfold path,1
            and touched cessation.
            
              Before I was mother, son,
              father, brother,
              grandmother.
              Not knowing things as they were,
              I wandered on
              without respite.
              But now that I’ve seen the Blessed One,
              this is my last body-heap.
              Birth & wandering-on
              are totally ended.
              There is now
              no further becoming.
            
            
              I see the disciples gathered,
              their persistence aroused,
              resolute, constant
              in strong exertion:
              This is the worship of the Buddhas.2
            
            
              Truly for the benefit of the many
              did Māyā3 give birth to Gotama,
              thrusting away the mass of pain
              of those mired in illness & death.",No Introduction,"s
            1. Reading bhavit’aṭṭhaṅgiko maggo with the Thai edition.
            2. See DN 16 on the topic of how homage is best shown to the Buddha.
            3. Mahāpajāpatī’s sister, the Buddha’s mother.",: AN 8:51; AN 8:53
Thig 6:7  Guttā,Thig 6:7,https://www.dhammatalks.org/suttas/KN/Thig/thig6_7.html,Thig 6:7  Guttā  —  A nun recalls the Buddha’s admonishment.,"KN/Thig/6:7
          
            [The Buddha admonished me:]
            Guttā, devote yourself to the goal
            for which you went forth,
            having discarded [hope]
            for a dear son of your own.1
            Don’t fall under the sway
            of the mind.
            
              Hoodwinked by mind,
              beings in love with Māra’s realm,
              roam
              through the many-birth wandering-on,
              unknowing.
            
            
              Abandoning these lower fetters, nun—
              sensual desire, ill will,
              self-identity views,
              grasping at habits & practices,
              and uncertainty as the fifth—
              you won’t come
              to this again.
            
            
              Forsaking     passion, conceit,
              ignorance, & restlessness
              —cutting through [all] the fetters—
              you will make an end
              of suffering & stress.
            
            
              Discarding birth & wandering-on,
              comprehending further becoming,
              free from hunger
              in the right-here-&-now
              you will go about
              totally calmed.",No Introduction,1. Reading hitvā puttaṁ visuṁ piyaṁ with the Burmese edition.,No Additional
Thig 6:8  Vijayā,Thig 6:8,https://www.dhammatalks.org/suttas/KN/Thig/thig6_8.html,"Thig 6:8  Vijayā  —  After running amok, a nun learns the Dhamma and gains awakening.","KN/Thig/6:8
        
          Four times, five, I ran amok from my dwelling,
          having gained no peace of awareness,
          my thoughts out of control.
          So, approaching a nun,
          I cross-questioned her attentively.
          She taught me the Dhamma:
          aggregates, sense media, properties,
          four noble truths,
          five faculties,
          seven factors for awakening,
          the eightfold path
          for attaining the highest goal.
          Hearing her words,
          I did her bidding.
          In the first watch of the night,
          I remembered past lives.
          In the second watch of the night,
          I purified the divine eye.
          In the third watch of the night,
          I burst the mass of darkness.
          Then I stayed, suffusing1 my body
          with rapture & pleasure.
          On the seventh day, I stretched out my legs,
          having burst the mass
          of darkness.",No Introduction,1. Reading pharitvā with the Thai edition.,: SN 36:31; Thig 3:2
Thig 7:2  Cālā,Thig 7:2,https://www.dhammatalks.org/suttas/KN/Thig/thig7_2.html,"Thig 7:2  Cālā  —  Māra confronts a nun who, approving of the Dhamma, approves of no one’s philosophy.","KN/Thig/7:2
         
            Cālā:
            Having established mindfulness,
            a nun with developed faculties,1 I
            penetrated the peaceful state:
            stilling-of-fabrications bliss.2
            
              Māra:
              “For whose sake
              have you shaved your head?
              You look like a contemplative
              but don’t approve of a philosophy,
              so why are you wandering here
              confused?”
            
            
              Cālā:
              “Outside philosophers place
              their confidence in views.
              They don’t know the Dhamma.3
              They’re not adept in the Dhamma.
              But there is
              the Awakened One,
              born in the Sakyan clan,
              a person without peer.4
              He taught me the Dhamma
              for the transcending of views:
              stress,
              the co-arising of stress,
              the overcoming of stress,
              & the noble eightfold path
              leading to the stilling of stress.5
            
            
              Having heard his words,
              I dwell, delighting
              in his bidding.
            
            
              The three knowledges
              are attained;
              the Buddha’s bidding,
              done.
              Everywhere enjoyment
              is defeated;
              the mass of darkness,
              burst.
              So know,     Evil One,
              that you have been,
              End-maker,
              struck down.","          In SN 5:8, verses similar to these are attributed to the nun Sīsūpacālā.
","s
            1. This can mean that she has achieved restraint over her sense faculties, or that she has fully developed the faculties of conviction, persistence, mindfulness, concentration, and discernment. See. SN 48:10 and AN 4:37.
            2. This stanza does not occur in SN 5:8.
            3. In SN 5:8, this line reads, “I don’t approve of their teaching.”
            4. This is the last line that this poem has in common with SN 5:8. The remainder of SN 5:8 reads:
            
              all-conquering,
              Māra’s subduer,
              everywhere undefeated,
              everywhere freed, independent;
              endowed with an Eye
              all-seeing, reaching the end of
              all kamma—
              with the ending of acquisitions,
              released.
              
                He, that Blessed One,
                is my teacher.
                It’s in his Dhamma
                that I delight.
              
            
            5. For an example of how the four noble truths—right view—lead to the transcending of views, see AN 10:95.",No Additional
Thig 7:3  Upacālā,Thig 7:3,https://www.dhammatalks.org/suttas/KN/Thig/thig7_3.html,Thig 7:3  Upacālā  —  A nun confronted by Māra explains why she doesn’t approve of birth.,"KN/Thig/7:3
         
            Upacālā:
            Having mindfulness, having an eye that sees,
            a nun with developed faculties, I
            penetrated the peaceful state
            of which worthless people
            don’t partake.1
            
              Māra:
              Why don’t you approve of birth?
              One who is born
              enjoys sensual pleasures.
              Enjoy sensual delight!
              Don’t later burn with regret.
            
            
              Upacālā:
              For one who is born
              there’s death,2
              the cutting-off of hands & feet,
              binding, flogging, torment.
              One who’s born incurs pain.
              But there is
              the Rightly Awakened One,
              the undefeated one,
              born in the Sakyan clan.
              He taught me the Dhamma
              for the transcending of birth:
              stress,
              the co-arising of stress,
              the overcoming of stress,
              & the noble eightfold path
              leading to the stilling of stress.
            
            
              Having heard his words,
              I dwell, delighting
              in his bidding.
            
            
              The three knowledges
              are attained;
              the Buddha’s bidding,
              done.
              Everywhere enjoyment
              is defeated;
              the mass of darkness,
              burst.
              So know,     Evil One,
              that you have been,
              End-maker,
              struck down.","          In SN 5:6, verses similar to these are attributed to the nun Cālā.
","s
            1. This stanza does not occur in SN 5:6.
            2. This is the last line that this poem has in common with SN 5:6. The remainder of SN 5:6 reads:
            
              One who is born
              sees pain.
              It’s a binding, a flogging, a torment.
              That’s why one shouldn’t approve
              of birth.
              
                The Awakened One taught me the Dhamma
                —the overcoming of birth—
                for the abandoning of all pain,
                he established me in
                the truth.
                But beings who have come to form
                & those with a share in the formless,
                if they don’t discern cessation,
                return to becoming-again.",No Additional
Thig 8  Sīsūpacālā,Thig 8,https://www.dhammatalks.org/suttas/KN/Thig/thig8.html,Thig 8  Sīsūpacālā  —  Māra tries to tempt a nun to enjoy the pleasures of heaven.,"KN/Thig/8
         
            Sīsūpacālā:
            A nun, consummate in virtue,
            her faculties well-restrained,
            will reach the state of peace,
            a nourishment
            that never cloys.1
            
              Māra:
              The Devas of the Thirty-three,
              the Hours, the Contented,
              devas who delight in creation,
              & devas in control:
              Direct your mind there
              where you lived before.2
            
            
              Sīsūpacālā:
              The Devas of the Thirty-three,
              the Hours, the Contented,
              devas who delight in creation,
              & devas in control:
              Time & again,
              from becoming to becoming,
              surrounded by self-identity,
              not having gone beyond self-identity,
              they flow to birth & death.3
            
            
              The whole world is     burning.
              The whole world is     aflame.
              The whole world is     blazing.
              The whole world is     shaken.4
            
            
              The unshaken, incomparable
              —the Dhamma the Buddha taught to me,
              of which people run-of-the-mill
              don’t partake—
              that’s where my heart
              truly delights.
              Having heard his words,
              I dwell, delighting
              in his bidding.
            
            
              The three knowledges
              are attained;
              the Buddha’s bidding,
              done.
              Everywhere enjoyment
              is defeated;
              the mass of darkness,
              burst.
              So know,     Evil One,
              that you have been,
              End-maker,
              struck down.","          In SN 5:7, verses similar to these are attributed to the nun Upacālā.
","s
            1. This stanza does not occur in SN 5:7.
            2. The parallel stanza in SN 5:7 reads:
            
              The Devas of the Thirty-three,
              the Hours, the Contented,
              devas who delight in creation,
              & devas in control:
              Direct your mind there
              and it will enjoy
              delight.
            
            3. The parallel stanza in SN 5:7 reads:
            
              The Devas of the Thirty-three,
              the Hours, the Contented,
              devas who delight in creation,
              & devas in control:
              They are bound
              with the bonds of sensuality;
              they come again
              under Māra’s sway.
            
            4. This is the last line that this poem has in common with SN 5:7. The remainder of SN 5:7 reads:
            
              The unshaken, untrembling
              —of which people run-of-the-mill
              don’t partake,
              where Māra’s
              never been—
              that’s where my heart
              truly delights.",No Additional
